0 0 0 A
4 4 0 A
1 3 1 B
3 1 1 B
5 7 1 B
7 5 1 B
2 6 2 A
6 2 2 A
1 1 3 B
3 3 3 B
5 5 3 B
7 7 3 B
0 4 4 A
4 0 4 A
1 7 5 B
3 5 5 B
5 3 5 B
7 1 5 B
2 2 6 A
6 6 6 A
1 5 7 B
3 7 7 B
5 1 7 B
7 3 7 B

